Thread ID,Comment
Ugx2Uss3tUfewqiVEf54AaABAg,I was so disapointed last year that I was not even expecting them to do mutch this year. Man just a new hinge on the fold 5 and brither screen who cares? Maybe bring the price down? And flip 5 gets huge improvement just because motorolla makes better flip phone than they do? Come on samsung!
Ugwk-1ixnVojgSODr0F4AaABAg,Samsung is best
UgzoAwfExY-IH5gPg9J4AaABAg,Lol they literally in unpacked event right now and we get the TLDR version
Ugzs8yffFooR16PVEMZ4AaABAg,"U know what, people left the unpacked event to watch this😂"
UgzFUES_D9Uiih7DhCl4AaABAg,MKBHD: &quot;They Settled!&quot;<br>Mrwhosetheboss: &quot;Biggest Upgrade Ever&quot;
UgwFakivyWKuQt-obP94AaABAg,Fold5&#39;s narrow *aspect ratio kind of associates Sony&#39;s Xperia series…and those were actually great. I&#39;m rather curious of how Fold5 fits in our pockets
Ugw5BGeZdXbrY-EbncB4AaABAg,"MKBHD: They’ve settled, they’re basically the same.<br><br>Mrwhosetheboss: They’re so much better than last year!<br><br>Dave2D: Major functional changes in the new Z Flip 5 and Z Fold 5.<br><br>Us: Huh??"
UgyYow8oiMt5soyhmjx4AaABAg,I was looking forward to the fold 5... what a waste of time. Same screen on the outside same battery. Won&#39;t be upgrading from my fold 3
UgwRRlyUmbzV3VDVYo54AaABAg,Yawn 🥱
UgwSxhoCEAbcamTu_Ph4AaABAg,Flossy the Best Carter
UgzBEZtORUlTuTqV5f14AaABAg,"Similar specs to last year and 100£ more than last year, worse trade in deals and poorer cashback deals<br>No thank you samsung I&#39;m sticking with my note<br>There&#39;s no reasoning for their blatant ripping off those off us from the UK<br>Prefer the older days when we were treated with equality with our us brethren"
Ugwop3I-NJ9Pay24yh14AaABAg,Yeah nah ill be happy with my pixel fold
UgxUvTCY8oZUviXr2xl4AaABAg,"For once i have no urge to upgrade, thanks Samsung!"
UgwGZWjaLhVGR0enSrh4AaABAg,what the flip
UgzDxa7RihQGgTLYA3B4AaABAg,🤥🤬 samsung
Ugx_yntwoayIOl2uRU54AaABAg,Title: Could have been an email.
Ugy9dZ_QTsLx2Lt58wl4AaABAg,Kudos to Samsung for not settling for too long
Ugy4w89ZRoGbPV4ap7t4AaABAg,If it works with samsungUI which allows you to use all apps on the front screen the flip5 will be much better.
Ugxeu2NK6mSXqqS41qN4AaABAg,so lets wait for the Version 6 and the propably new cameras? Or wait googles Flip Version ?
UgzIcRApyhNwkjjZt3t4AaABAg,can i get a z fold 5
Ugwy8XYtOr0WYOIBgB94AaABAg,"So i&#39;m thinking, i have the z fold 3, should i get the z fold 5 or wait for the 6. lol I think imma do it. should be paid off. but not sure"
Ugwah0GbQhP2-_4Zw8V4AaABAg,"Settling with a sharp crease that will not doubt, within 4-6 months, cause the screen protector to lift smh."
UgzNZzQRPNF3Aek7JXR4AaABAg,"<a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=00m02s"">00:02</a> i dont think its a c 😂"
UgzJKNQYxOAi1pZi_I94AaABAg,"No innovation? Keep your stock, in your factories, Samsung or Apple, or whichever company be it."
Ugw35KuGtMJ4_XXZw-94AaABAg,"While Fold was always revolutionary when it came, and from Samsung&#39;s perspective I understand they settled on what already is good.<br><br>I am a bit disappointed with what they did with Flip series, in my understanding Z flip came out after the first moto razr launched, and still today Motorola has done an incredible job at making the razr 40 ultra, it does feel like a complete phone to me which would in real life compel buyers into driving foldables on a daily basis."
UgxMEHUmMZFTa63fE3p4AaABAg,Flips are still a gimmick
UgxLlwv9cIF0pOPkJzN4AaABAg,until its below 800 no way its gonna be mainstream
UgwlgBvcVMpChtGNv-54AaABAg,"Hello, would be so kind to cover the xiaomi fold 3 when it comes out next month, pretty please?"
UgwpEnzXYm_LebVNFlB4AaABAg,"Until Apple enters the competition, foldables won&#39;t be viable."
UgzLNRbPlTgyaScQcqd4AaABAg,What if I don&#39;t want widgets on the front screen of the Flip and I want to fully use Android on it instead? Does Samsung allow you to do that?
Ugx9XEhAlwo8E15Jrrh4AaABAg,I have the fold 2 and been waiting for a major update to outside screen and I figured fold 5 was when I upgrade. Nope... Bummer. The Google pixel fold bezel is also to big to jump from samsung. Fold 2 it is for now.
UgxYpJQ-Si7M5DTg-RB4AaABAg,"Not changing much is a good strategy, to be honest. It gives companies time to work out the kinks with the new design / features when they come out and work more on software as well. Plus it gives the brand a design identity as well. From consumer side, it doesn’t cause FOMO every time a new version comes out<br><br>I’m all for not changing a lot if that means a stable well polished product is delivered. I believe Apple and Samsung are not disappointing on those fronts"
UgwkRNbjIAksS4mvTkR4AaABAg,New mics? Sounds super crispy
UgyimwRsmbnMMJ3AGOl4AaABAg,I&#39;d never even think about buying a flip phone in today&#39;s day and age but this is pretty enticing.
UgyC3Hb0_s-fMx_MCt54AaABAg,&quot;similar to last year&#39;s model&quot; is iphone every year. I feel you arent critical of apple compared to other brands
UgzbFhL_Xp2Lo8d_w7N4AaABAg,samsung is doing apple strategy. change cpu and ship it as new lol
Ugx_NeDj4_tox3uHvql4AaABAg,Surely if it&#39;s completely flat anything that gets in-between it will now damaged the screen.
UgyVeq1vaD2y_HIo_lR4AaABAg,"Meanwhile, the Mrwhosetheboss video lurking in my recommendations: &quot;Biggest Upgrade Ever.&quot;"
UgzayNizAHsWlNehBrd4AaABAg,Lazy update from Samsung.
UgyX4wZlAmXwHSGmgGR4AaABAg,"I can&#39;t afford these phones, but I am watching this video anyway."
UgxdR7tPflZ57qbFELN4AaABAg,when Samsung used to make fun of apple for releasing the same phone
Ugy_3PoHImlFLyAshZB4AaABAg,I like how samsung shaped the cover screen like a folder icon.
Ugyq47Hiul8o5E6sWoB4AaABAg,"“But apple is the only company that settles!” 😂 I’ve been saying this for years, at one point every company will and most phones will be considered good and no need to update as much. New Technology development on phones is slowing down."
Ugy9QgDIM3fmyBvjQ6p4AaABAg,I&#39;m seeing Motorola winning here.
UgwKEixOpzKEPDVyFfd4AaABAg,Hmmm so MTRL is better because you can play on the outside screen.
UgzVjyq9WJ9DiXIAsdF4AaABAg,"If this counts as settling, then the iphone is..?"
Ugz5rdUJT2Z2VCYOcVZ4AaABAg,try turning on the subtitles for this vid... you&#39;ll be surprised
UgyBuzoxrj2iCu67d-R4AaABAg,Two days ago I found a two year contract for a fold 4 total cost £1115 UK. Upfront phone cost was £779. Knew it was a gamble but glad I went for it with these minor updates.
UgxnhdNGjZRy6_YqATJ4AaABAg,Hard to justify when the trade in value for my fold 3 is less than the S22...
UgzsFZrGb8k1t9Kxa9V4AaABAg,atleast the hinge prolly be improved though
UgzJ014xTFsOwFLxNP54AaABAg,iPhone 14 story! “If they did it we can do it too” said Samsung and went on to launch the FOLD
UgzcYN8n-zIZWh4sVBR4AaABAg,We put a 5 on it
UgyHXn7HpXr87NrqhiR4AaABAg,"Samsung is lately following the footprints of how Apple operates. Creating a lock-in-effect where the go to fold and flip would be Samsung. If they bring mega updates or whole new designs they might loose characters of their certain line up. Just as Apple, they are simply iterating devices with subtle improvements. It&#39;s a win for Samsung but maynot be for many tech enthusiasts."
Ugzk5b-682Ux7NUQ2194AaABAg,"When flip 3 came, i said i will wait for flip 4 for better battery, camera, no gap and no crease, when flip 4 came I said I will wait for 5, now I guess I will not buy a folding anymore"
UgxYOM8SyOzKGE-7kvp4AaABAg,Way better than Apple  ✅
UgyzOZOqt33g5RR2DNZ4AaABAg,Was looking for new features on the new devices... sad to say... I&#39;m disappointed...
Ugxmiyvz8hmf_Saiovh4AaABAg,"I have the fold 3, I&#39;ve been saying since I got it I&#39;ll upgrade when the fold 6 comes out. Seeing how little they are upgrading these phone I&#39;m thinking I might wait another year. These yearly upgrades aren&#39;t as big as I thought they would be. I&#39;m not seeing much difference between the 3 and the 5, besides the chip and cameras."
UgwMAKNsMWRoS9ML0wN4AaABAg,Is this a joke??
UgzPK1t3u8BDwFcNOZh4AaABAg,"Hi, I am an old generation mobile user. I grew up using the analog phones (thin and tall). To me, no mobile come close to the Z fold form factor. I admit, Fold 3 outer screen was a bit narrow. However, Fold 4 screen is more than adequate. In my humble opinion, Samsung is marketing this phone for people like me."
UgwK8e_V8Fkpr-yIc814AaABAg,Guess Samsung not targeting the old foldable user 😂
UgwFucSr447vXRDwBh54AaABAg,Awesome samsung gadgets
UgwEZqQohau_BYXvvER4AaABAg,The Cheerios!
UgwDRuBF4uvTOzi9nS14AaABAg,"With the big screen front screen, I&#39;m actually interested in the Z Flip. Im waiting to see the Z Fold have the stylus in it like the Galaxy Ultra"
UgyNQ3TvZYe9mmuB-YV4AaABAg,I like the Flip but the cameras are trash. I had the 3 and 4. I&#39;ll get it if they have good trade-in offer. 📷
UgwWdZpmqURhvE0-i9l4AaABAg,Everything look much better with Samsung.
UgyRNQA6pIZ-O4kr9NF4AaABAg,"The mega 6.3 what a different aspect ratio to modern phones (it was <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=16m10s"">16:10</a>) so felt much bigger and a current 6.3 phone which is typically around 20:9"
UgxSrFG0h8Y8ZfsmYNh4AaABAg,Bruh... wtf is that flash placement on the fold 5?! I turned my fold 4 over thinking... wait the flash isn&#39;t right there??? That&#39;s gonna make buying a case horrible. Lmao. They just HAD to do something silly.
UgwAVFeVrUttUGfYiOh4AaABAg,"I don&#39;t know how this is not beeing talked about. The real problem of these phones is that you pay 1800 dollars and you can scratch it in 0,1 sec with your nail. This was a big point with the first folds but no one talks about it anymore. 9/10 folds/flips I have seen in RL are all scratched up lol."
UgzJZX5Pj8HDfCEbiDh4AaABAg,Pls ❤love and help 🤝animals 🐯🐶🐖🐐🐄🐒🐰🐭🐗🐪🐎🐘birds🐔🦜🕊🐤🦅 fish 🐠🐋🐟and all creatures🐛🐜🦋🐢🐸🐍 pls adopt street animals birds and injured animals birds pls drive slowly don&#39;t kill animals birds by driving🚘 speed drive slowly ur life also save they life also save pls put a water food on roof top for birds and ur local surrounding for animals pls do awareness share everyone like this🙏
UgzonT_FuglU4olRtwZ4AaABAg,I still do not understand those foldable phones.
UgyKTCkFAAXe_5WD8At4AaABAg,Pretty weak update. If the changes are going to be so minimal the price needs to come down.
UgxQ5Y9Bc97FPjvmvsJ4AaABAg,"I want to like folding phones, but I struggle to see the appeal. I worry the idea is just fundamentally flawed.<br><br>The main reason to want folding phone is if you want a larger screen without increasing the H + W dimensions of the phone. But today phone screens are plenty big enough. This was only really an issue when phones had physical keyboards which would come at the expense of screen size unless a flip design was used. The touch screen basically replace the need for a fold.<br><br>It&#39;s also interesting that the general form factor of phones hasn&#39;t change much in decades and I think that&#39;s for a reason. They&#39;re rectangular devices about the same size as an adult hand because that&#39;s exactly what fits best in the hand. These foldable phones being square (either when folded or open depending on the design) are not ergonomic and just look kinda clumsy.<br><br>The fact Apple hasn&#39;t released a folding phone yet I think points to the fact it&#39;s mostly just a cool gimmick and in reality offers very little value. If you need a bigger screen, say because you want to watch films on the plane, generally you&#39;re better off just packing a tablet.<br><br>When the first generation of foldables were announced I was hoping maybe I was missing something, but the lack of innovation and a killer feature of these foldable phones several years on I think suggests they&#39;ll always be niche."
UgxUvx9uZKyRDkwE1ht4AaABAg,"At <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=5m06s"">5:06</a>, are the &quot;flips&quot; and &quot;folds&quot; animations transposed?"
Ugx3BLSiGHgV7A8IJXB4AaABAg,My thing is this if the continue in the same direction sales are going drop  ALOT and technically and the flip will bump up in sales the fold 5 will drop in sales.  I think that people will be going back the S series of phones or go back to IPhone series.
Ugy2s3SN5tUeRsRnpDB4AaABAg,"The flip and fold animations are opposite at <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=5m00s"">5:00</a>?"
UgzkC8UmfK4zxOFWhj54AaABAg,"why on earth do phone makers put a punch hole camera in the inside screen, if they have a display AND a high quality camera on the outside!!"
UgwudTA5XbZU2AXKcvx4AaABAg,Affirmative action tube
UgzCOHmCL-9gVbb-xLl4AaABAg,Algo
Ugz4gx2CYqakrVgC4e94AaABAg,Flip 5 looks amazing
UgxbzLZMeuODvAmaRVN4AaABAg,How&#39;s the haptics?<br>Flip 4&#39;s haptics is a bit mediocre
UgzPRR8fOpCWm9ZguGR4AaABAg,The keynote is such a snooze fest
UgxOXaEZ6kPgUROcJHx4AaABAg,<b>Does the fold and flip got the saturation level!</b> 🤔🤔
Ugw3T40yI5_5PWaKnux4AaABAg,give us a phone with just the front small screen!   .......... WHY are all phones got to be huge?
UgyrbHpnFyMFJJVM6mx4AaABAg,I watched video just to stay up-to-date with foldables because I love tech. But I am wholly uninterested in these type of. Matter of fact I&#39;m switching from my Samsung s20 Ultra to an iPhone 15 this year so good luck Samsung.
UgwpopuOhPZhVmrwGb14AaABAg,"<a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=05m06s"">05:06</a> The flip and fold graphic was mentioned incorrectly in the audio. Or vice versa"
UgwzT5RrHb3RdJVZMe94AaABAg,"The look on MKBHD&#39;s face says everything you need to know about the under display camera at <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=7m04s"">7:04</a>"
UgwjC7ZZVZWWNTc2B3V4AaABAg,These devices should be called Z Fold 4s and Z Flip 4s. The “s” for settled perhaps 🤔
UgzA3BH44wsYjBHOxQl4AaABAg,Watching this in my S23 Ultra
UgyAJ0exyCDyQ453I5p4AaABAg,bravo
UgyWtzoxAaaUJwHhGBt4AaABAg,Feels like foldables have been around for a long time already and have definitely &quot;settled&quot; when it comes to innovating but the price isn&#39;t going down. Why is that?
Ugxyr0cGj67YdhdRzGJ4AaABAg,I have a Z Fold 4 and will not be upgrading to the Z Fold 5
UgzjpimrhkhL9gu-dzJ4AaABAg,Honestly at this point changing phones every 2yrs is the way of the past.
UgzRtduRZKg3UL5wWdR4AaABAg,I need a hacker to put the latest iOS on this phone lol.  I want apple services and operating system but Samsung’s hardware.
UgwZF-Sv-i4O0eeMc494AaABAg,🔥
Ugx4mlvNFYIKS5jtctV4AaABAg,"I think them doing the same thing with this gen is kinda like Apple doing basically the same thing. The difference is that where Apple knows that you average Joe consumer is probably gonna buy it wheather it&#39;s the same phone as last year or not, Samsung knows that the people who are gonna buy it,  eg. Tech enthusiasts and people who want to be on the bleeding edge of cool tech, are still gonna buy it and they probably won&#39;t atract many new people outside of the tech enthusiasts. I also think that there may not be that much more that we can possibly do with the Fold since bigger battery usually means physically bigger, better cameras cost more etc."
UgwMlwcmYwSa-YNgNlh4AaABAg,哈哈哈<br>没有竞争就没有什么发展<br>把华为和其他中国手机排除，自己就可以躺着赚钱🙂<br>谁还记得当年HTC被搞下去的时候，其他手机厂商都做了啥？😅
UgwKk6LSULwoC3O56nd4AaABAg,Very disappointed
Ugy7bjZeLtVT29Qr1Fl4AaABAg,We have an apple effect now nothing exciting anymore just a few changes and &quot;Here&#39;s your new phone&quot;. It&#39;s getting boring now.
UgxMmv8yU9JwwpoRYSF4AaABAg,I don’t use a phone to check widgets and just to flip it open eventually.<br>The cover display is still useless.<br>Motorola made the perfect Flip phone IMO
UgzdPl_H7iEzSwg4z1F4AaABAg,I hoped these would get cheaper by the years… Fold5 still costing 1800 means it will still continue to be a niche product.
Ugy5_Y-rkAwzAGZCRsd4AaABAg,On my third fold 3. Inside screen just ink blotches goes out after about 6 months
Ugxjss2G6NYyTNuL2K54AaABAg,Not improving the under-display selfie camera will be a deal breaker for many in my opinion.
UgzI1L17VC098k-0xgV4AaABAg,Not interested in your video&#39;s. Too boring now I&#39;m your long time subscriber 😢😢
UgxysItJqkAy0QT9Zg94AaABAg,"They probably worked on this, and finished since last year or at most, earlier this year, since the development and production lifecycle is pretty long for company as big as Samsung. I honestly do not expect any kind of changes this year since the only real possible competitors to Samsung only started using more conventional-size around this year. Imo, they probably will only start changing the aspect ratio for Fold, next year. Its also as expected since the tagline makes it seem like Flip is the major focus this year. <br><br>Also, since they are now extending the software update longer and longer, they also probably don&#39;t feel need to make any big changes, just like how iphone 10 to 13 is essentially same.... just better internals and/or camera changes. You don&#39;t really need to sell a Fold, to people that bought in during the Fold 3/4, but people that bought in during original Fold will be impressed since this is the best Fold.<br><br>Basically, the upgrades this year are as expected. Imo, I will let Samsung get away with this for this generation, although I will be less forgiving if they still keep the aspect ratio on Fold 6. No reason for them to do it, when Pixel Fold is not following suit."
Ugzw7NAK0GHhYLIikCx4AaABAg,"Im glad I got the 23 ultra, fold 5 is very underwhelming"
UgzSiaKJvPdy2g9_ECJ4AaABAg,Ok. Can we just stop with the yearly phone revisions then and just support phones for longer?
Ugzfqq3TxQndXgG7VXZ4AaABAg,Samsung pushing the gimmick people haven&#39;t taken up. Won&#39;t ever be mainstream.
Ugx0c0zMtMdBljPtlSl4AaABAg,Why is samsung not using flagship cameras for this phones?
Ugy-h6-1866POCjnHCl4AaABAg,Baler
UgwaNRAxSQ4vKCE5CnR4AaABAg,That&#39;s sucks. Was hoping through outer screen of the flip 5 will be more functional.  Moto razr 40 ultra here I come
Ugz4UIFZAoNyyXF3KUd4AaABAg,I was hoping they&#39;d make the Z Fold 5 slightly more wider but that&#39;s two years in a row with refined upgrades. I&#39;ll have to wait for the Z Fold and Flip 6. I wonder if they&#39;ll ever add the periscope lens on the flip and fold phones
UgyYOhBp85-XNf-h4714AaABAg,"Samsung has pretty much became apple of the android: only safe choices, no innovation, no technically superior products. I remember when notes had expendable storage, headphone jack etc. that differentiated themselves from iphones. Now they are pretty much all iphones except with android."
UgxIYE1xX4PPUyD7jop4AaABAg,"Samung pulled an Apple: change nothing, increase storage, slightly bigger this, slightly better that."
UgztHQsNWG4fJG_dXVF4AaABAg,My first cellphone was a flip phone
UgwWPqkx5SXPF5gN2fh4AaABAg,I think the flame is kinda fading with the flip and fold from famsung
UgyjMFhuyjhFsvAkQ6d4AaABAg,that was a beauty foldable phone
Ugwy_cxEPhoAfFWMM-x4AaABAg,Will the iPhone still be the same? haha
UgyCQWjZJT27tk1GzEl4AaABAg,"Personally not very excited with these changes and honestly I think I prefer having my flip 4 as I&#39;m not the biggest fan of the bigger cover screen, as I feel it loses the minimalist feature I really loved on the flip 4"
UgxegVMjxZR5EPpnVrV4AaABAg,I don&#39;t think I pay attention to tech as much I had no idea a fold 5 anything. Was coming out
UgwxTtqmGqTciAdIvnd4AaABAg,"Folding phones are for a very specific niche market. In the current form and shape, It will never become mass market product as once was excepted. IMO There are just too many tradeoffs that goes beyond the current tech."
Ugy1LcNU1kPAI9fj1JZ4AaABAg,I wonder how OPPO would react to this. I wonder what the OPPO Find N3 Flip would look like and the upcoming ColorOS 14.
UgzK5lc44dhj1dpZ-zZ4AaABAg,Samsung getting too much like Apple 😂 and I am an Apple user 😆😆
UgznD3QYzuTa-UBa1214AaABAg,"I&#39;m a little disappointed. I have the Fold 4 now. I really wanted at least 108MP main camera, a bigger battery and a wider cover display. The flatter Fold is cool. But not worth me upgrading less than 1 year later at $1,800."
Ugw0G3ScJO2HNjddrUF4AaABAg,"For my hands an iPhone 14 pro is too wide, so I wouldn’t mind a slightly narrower phone"
UgwolfuqPY7lv4E7z0F4AaABAg,Z-Fold is garbage mines did not last 10 months.  That is why I now have an S23 Ultra
UgyBknDvmsvCwk-Ud154AaABAg,Excited for the Flip / Fold 6 when Samsung&#39;s R&amp;D department is actually forced to compete with the Pixel Fold
UgyzFNJVZXiKpJ9TxBJ4AaABAg,"Been using a z flip 3 for around 2 years now. The bigger screen on the flip 5 is really cool, but i need a bigger battery if im getting another flip in the future"
Ugw6UKv1iji_Q8ZaslJ4AaABAg,5 generations in. Still a gimmick
Ugxk2_vb26fB326YhH94AaABAg,As an Apple fanboi myself i honestly think these are great devices. That Flip is more attractive in my opinion.
UgyAYZUvOX3eq9eW1Dt4AaABAg,Kills me how my Z Flip 4 just like the rest of the flips doesn’t have Dex
Ugxo4U2I4nK-VQh94IN4AaABAg,How could you prefer 30 over 60 fps
UgwLmlFbnRd3ssNKAjR4AaABAg,"Now some brand has to come up with 2x foldable phone, meaning that you can fold a tablet-sized phone twice, so it looks like this: <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=2m20s"">2:20</a> <a href=""about:invalid#zCSafez""></a>"
UgxJ-4RucUyz4RKJ6614AaABAg,Phones have to stop coming out annually.
Ugx5PLNlfXfBCKWRQlh4AaABAg,My Z fold 3 &amp; 4 had hinge failure after 10m of light usage. Samsung were amazing at replacing the devices but I cant get another after that.
UgzQlnRsm7ME4mNdE7N4AaABAg,Ok with every update I don&#39;t want them to &quot;change&quot; things drastically I only want &quot;improvement&quot; which they do surely...but at $1800 or so and not giving S23 Ultra camera setup with that ridiculous 200MP camera and big battery and crazy fast charging or slot for a pen is disappointing and yeah they settled
UgyVDV1iJCoWQbc2SRh4AaABAg,Oh I love all the Infos ... and im not buying one... dont have that kind of money
UgzCJ5dpuZkWdTF6TK94AaABAg,Does fold 5 still have the same dust issue as the fold 4 when you open the phone? Really annoying when it is so dusty every time you open fold 4.
Ugxa2nlN_AoafdTGR0B4AaABAg,its ALWAYS a banger when MKBHD uploads!
Ugys_3Q2wtY75ujnx_p4AaABAg,Which one is the flop and which one is the fold
UgzHu4TGh6qbKaNvh954AaABAg,Love my flip 4 but after a year it&#39;s getting a line across the crease. Think twice before buying.
Ugw6U8dWXMFqzMY66GV4AaABAg,Glad that i upgrade my S21 Plus to S23 Ultra... so far is the best phone for me... 🫠
Ugx4y-izqhssuWwRVc94AaABAg,Samsung on IPhone mode.
UgwJV0mzVdxDf-QkP154AaABAg,Motorola did better this time for sure 💯💶
Ugz30vv9r5Cj5pXO_G94AaABAg,The tab is a monstrosity
UgxSa4FTaHRw2zwPpXB4AaABAg,"Pixel Fold, period!"
UgxLHyAJ1K85Bj-YAyZ4AaABAg,I don&#39;t know how people complain about other companies having same design. And nobody complain about iPhone having design same for so many years.
UgxjOrrIISVu0SOMXxN4AaABAg,there is something did not change its still expensive and i can&#39;t afford it
UgxMp7DR4BJ25Ihei9J4AaABAg,SD Card slot making a return? 😀
UgxQHEQdJJzh0cL_Xpp4AaABAg,I went with the pixel fold. Was that the right decision? I&#39;m happy with it
UgxlhniWamY8hdyZtkx4AaABAg,Rumor has it he already has an iPhone 16 review already edited and ready to go.
UgyrpOse0VnVY6u_geh4AaABAg,Samsung are having a friggin laugh....
Ugyx_hERuvCQN-HuN3h4AaABAg,"i still dont understand foldable phones, just buy a small ipad"
Ugz6a9a6QQhPkd9PL_l4AaABAg,"I know this is what tech world basically is, but You know the stuff is super fragile and designed to break in time for next year release is 💀"
Ugxaa7UBaNW_68QK2Rx4AaABAg,Why make a new phone if there&#39;s such little changes...
UgzSV6MgS4NWor4T5fZ4AaABAg,Not much has changed  and i’m getting bored of samsung foldable device
UgzqQ-Yn_VCiqZ-j-il4AaABAg,Good morning y’all
UgwbQpfv2eoI5hW3JEl4AaABAg,Samsung phones are boring now 😅 Samsung Galaxy Z Fold 5 or Google Pixel Fold? 🤔 Great video as always! 🙌
Ugz6yf-1XSfqqaO7E354AaABAg,My flip 4 got a scratch in the screen after a trip to the beach. Glad they&#39;re working on the hinges. But I&#39;ll still wait to get a foldable again 😂.
UgzNJ6mD6U38gdHG4Q54AaABAg,Still using a Z Fold 2 and happy
UgyiFKH2fnCSRGABo0t4AaABAg,"Wow, so sad actually"
UgyqwdNIqrx39i0HFuV4AaABAg,Safe to say one plus won&#39;t launch a foldable.
UgzFv2p4vCm-w1PZ-el4AaABAg,Me who can&#39;t afford neither one but still watching the video:
Ugxyg4qZ6gUPgPxUp6N4AaABAg,"Are we going through another phase shift of South Korea getting taken over by Chinese phones? It seems both Oppo, Honor and Huawei going to supersede Samsung soon if Samsung is staying too safe like Apple but it doesn&#39;t have its user in a cult."
Ugxigk-Z6Tol4Q8jamt4AaABAg,Thanks for lowering the price of the z flip 4
Ugznjd6y8Nc0cIZGdTJ4AaABAg,Video release at 7AM US time? Who is the target audience?
UgwWMnpd6u6JPoPGtvp4AaABAg,"Hello Marques. You have everything anyone could wish for: money, fame and health. But someday misfortune will knock on your door. You will lose everything you worked for. I have nothing in this life but I have everything in the next, because I have Jesus."
UgxmWHXddU-gQyHuB4Z4AaABAg,"I&#39;m curious to see what the future of foldables is. However, I&#39;m not going to buy one anytime soon."
UgybXncu533MnOwJP254AaABAg,S22 ultra ~ S23 ultra<br>Fold 4 ~ Fold 5<br>Is it mature move or dumb move?
UgzrQrExDxVEymssekB4AaABAg,Wow
Ugx-hjkCLPKzXF1OXl14AaABAg,pretty sure the next Flip 6 will have full edge to edge flex window..lol<br>samsung is just holding out.
UgyRa3TxXazjnxBiLw54AaABAg,"🎯 Key Takeaways for quick navigation:<br><br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=00m00s"">00:00</a> 📱 Samsung&#39;s Z Fold 5 and Z Flip 5 maintain a similar design but introduce a new Snapdragon 8 Gen 2 chip and a reengineered hinge.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=00m55s"">00:55</a> 🔄 The Z Flip 5&#39;s hinge now allows for complete flat folding, and its outer screen expands to 3.4 inches.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=02m22s"">02:22</a> 💎 Both models now feature Gorilla Glass Victus 2, enhanced chips, and hinges, with a base storage boost to 256 gigs.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=02m50s"">02:50</a> 🌞 Z Fold 5&#39;s inside display is significantly brighter at 1,750 nits.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=07m12s"">07:12</a> 🖊️ Despite minor setbacks like unchanged selfie camera and no in-device S Pen storage, these phones still dominate in the foldable category.<br><br>Made with HARPA AI"
Ugxxi-RW3bRnyWSx7EF4AaABAg,"Why, oh whyyy same price? Less RND &gt;&gt;  more attractive price &gt;&gt; devoted customers :("
UgzyTFyoR5GoyniBn2F4AaABAg,"This is the Apple effect that us Android fans were talking about so much, why make strides and improvements when you can just settle and still sell millions - Apple done it, everyone copied and the consumer is the one that loses out in the end"
Ugz7_eze0OJOmtazgRF4AaABAg,"but Marquez, i thought you liked the 21:9 aspect ratio of the Sony Xperia 1 V."
UgxzIFO-WUt63iVskJ14AaABAg,i think samsung should make a foldable where the outside screen just feels natural<br> like the pixel fold
UgzG_0Sda7mzx6paH4h4AaABAg,"Do people actually buy the fold? Unlike the Flip, I’ve literally never seen someone use one out in the everyday world."
UgxqDsxa0eU-e8r7w9t4AaABAg,"Imagine if this was Apple&#39;s launch event <br><br>This guy would&#39;ve made separate video for each product Apple launched<br>But, because its not Apple he just made 1 video about the main highlighted product and ignored the rest of the products that were announced.<br>Why is that?<br>We love to se android side products as well<br>Coz we not in that fkn ecosystem"
UgyNoha3Xu0N1ySVDuR4AaABAg,"I think we’re literally getting to the point where manufacturers need to throw in very unusual quirks like nothing phones lights on back panel to differentiate themselves to the rest of the competition. <br><br>It’s not a unique Samsung problem when it comes to “settling” that’s for sure. <br><br>Apple have been settling for a number of years now, so much so that I’ve actually sold my iPhone 14 Pro and bought an iPhone 13 Pro with 1TB storage and pocketed over $300. <br><br>Is my experience any worse with the 13 Pro? I think we all know the answer to that question 😊"
UgxXkwn9CsFPDrFAhe54AaABAg,They really gotta do something about the battery in the fold.
UgxkEigWl_9itXCgel14AaABAg,"I was very seriously thinking about buying a foldable as my next phone and I was excited to see the new gen Samsung foldables, but the fact that they just look more or less the same as last year’s models has made me way less enthusiastic. If they’d come out with some killer new features and quality of life improvements I probably would have bought one this year, but at this stage I just want to wait and see what the next game-changer will be. My Note 10+ is still more than fine for another year of use."
Ugx6Ote15164klUay_14AaABAg,waiting  for honor magic v2 global launch
